"",,,,,,,,,,,,,,,,,,,,,,,,,,,
"",Picape,CHEVROLET,S10,HC DD4A,2.8 - 16V,Combustão,A-6,S,E,D,,"296,622","26,854","0,000",B,\,219,\,\,"8,4","10,4","2,96",D,D,-
"",Picape,CHEVROLET,S10,LT DD4A,2.8 - 16V,Combustão,A-6,S,E,D,,"275,008","26,542","0,000",B,\,211,\,\,"8,6","10,9","2,86",C,D,-
"",Picape,CHEVROLET,S10,LTZ DD4A,2.8 - 16V,Combustão,A-6,S,E,D,,"275,008","26,542","0,000",B,\,211,\,\,"8,6","10,9","2,86",C,D,-
"",Picape,CHEVROLET,S10,LS DD4,2.8 - 16V,Combustão,M-6,S,E,D,,"284,410","70,465","0,000",B,\,202,\,\,"9,3","10,8","2,73",C,D,-
"",Picape,CHEVROLET,S10,LT DD4,2.8 - 16V,Combustão,M-6,S,E,D,,"284,410","70,465","0,000",B,\,202,\,\,"9,3","10,8","2,73",C,D,-
"",Picape,CHEVROLET,S10,LS DS4,2.8 - 16V,Combustão,M-6,S,E,D,,"261,345","58,698","0,000",B,\,202,\,\,"9,4","10,6","2,73",C,D,-
"",Picape,CHEVROLET,S10,LS DS4C,2.8 - 16V,Combustão,M-6,S,E,D,,"261,345","58,698","0,000",B,\,202,\,\,"9,4","10,6","2,73",C,D,-
"",Picape,CHEVROLET,S10,Z71,2.8 - 16V,Combustão,A-6,S,E,D,,"283,389","27,899","0,000",B,\,224,\,\,"8,3","10,0","3,01",D,D,-
"",Picape,FIAT,TORO,ENDURANCE TURBO,1.3 16V T,Combustão,A-6,S,E,F,,"47,345","199,850","4,335",B,0,130,"6,8","8,2","9,7","11,6","2,08",A,C,-
"",Picape,FIAT,TORO,FREEDOM TURBO (OPT 31S),1.3 16V T,Combustão,A-6,S,E,F,,"45,600","196,700","3,792",B,0,133,"6,6","7,9","9,5","11,2","2,15",A,C,-
"",Picape,FIAT,TORO,VOLCANO TURBO,1.3 16V T,Combustão,A-6,S,E,F,,"48,030","204,470","4,350",B,0,132,"6,6","8,0","9,5","11,2","2,13",A,C,-
"",Picape,FIAT,TORO,FREEDOM TURBO,1.3 16V T,Combustão,A-6,S,E,F,,"48,030","204,470","4,350",B,0,132,"6,6","8,0","9,5","11,2","2,13",A,C,-
"",Picape,FIAT,TORO,ENDURANCE AT9 4X4,2.0 T,Combustão,A-9,S,E,D,,"96,300","12,600","0,000",A,\,168,\,\,"10,6","13,6","2,27",A,C,-
"",Picape,FIAT,TORO,RANCH AT9 4X4,2.0 T,Combustão,A-9,S,E,D,,"113,200","11,200","0,000",A,\,175,\,\,"10,4","12,7","2,37",A,C,-
"",Picape,FIAT,TORO,VOLCANO AT9 4X4,2.0 T,Combustão,A-9,S,E,D,,"113,200","11,200","0,000",A,\,175,\,\,"10,4","12,7","2,37",A,C,-
"",Picape,FIAT,TORO,ULTRA AT9 4X4,2.0 T,Combustão,A-9,S,E,D,,"88,940","11,900","0,000",A,\,179,\,\,"10,1","12,6","2,42",B,D,-
"",Picape,FIAT,TORO,FREEDOM AT9 4X4,2.0 T,Combustão,A-9,S,E,D,,"88,940","11,900","0,000",A,\,179,\,\,"10,1","12,6","2,42",B,D,-
"",Picape,FORD,Maverick,XLT,2.0 GTDi,Combustão,A-8,S,E,G,,"26,100","366,600","1,310",B,\,139,\,\,"8,8","11,1","2,26",A,C,-
"",Picape,FORD,Maverick,Lariat FX4,2.0 GTDi,Combustão,A-8,S,E,G,,"26,100","366,600","1,310",B,\,139,\,\,"8,8","11,1","2,26",A,C,-
"",Picape,FORD,Ranger 4x4 CS / CD,XL,2.2 - 16V,Combustão,M-6,S,E,D,,"115,500","96,500",ND,A,\,187,\,\,"10,4","10,7","2,55",B,D,-
"",Picape,FORD,Ranger 4x2,XLS,2.2 - 16V,Combustão,A-6,S,E,D,,"159,000","32,700",ND,B,\,199,\,\,"9,5","10,7","2,71",C,D,-
"",Picape,FORD,Ranger 4x2,XLS Black,2.2 - 16V,Combustão,A-6,S,E,D,,"159,000","32,700",ND,B,\,199,\,\,"9,5","10,7","2,71",C,D,-
"",Picape,FORD,Ranger 4x4,XLS,2.2 - 16V,Combustão,A-6,S,E,D,,"237,900","39,900",ND,B,\,208,\,\,"9,1","10,2","2,82",C,D,-
"",Picape,FORD,Ranger 4x4,XL,3.2 - 20V,Combustão,A-6,S,E,D,,"73,800","104,900",ND,A,\,222,\,\,"8,6","9,6","3,02",D,D,-
"",Picape,FORD,Ranger 4x4,XLS,3.2 - 20V,Combustão,A-6,S,E,D,,"73,800","104,900",ND,A,\,222,\,\,"8,6","9,6","3,02",D,D,-
"",Picape,FORD,Ranger 4x4,XLT,3.2 - 20V,Combustão,A-6,S,E,D,,"73,800","104,900",ND,A,\,222,\,\,"8,6","9,6","3,02",D,D,-
"",Picape,FORD,Ranger 4x4,FX4,3.2 - 20V,Combustão,A-6,S,E,D,,"73,800","104,900",ND,A,\,222,\,\,"8,6","9,6","3,02",D,D,-
"",Picape,FORD,Ranger 4x4,STORM,3.2 - 20V,Combustão,A-6,S,E,D,,"73,800","104,900",ND,A,\,222,\,\,"8,6","9,6","3,02",D,D,-
"",Picape,FORD,Ranger 4x4,LTD,3.2 - 20V,Combustão,A-6,S,E,D,,"73,800","104,900",ND,A,\,222,\,\,"8,6","9,6","3,02",D,D,-
"",Picape,Jac,IEV 330P,iEV330P,Elétrico,Elétrico,A,S,E-H,E,,"0,000","0,000","0,000",A,\,0,\,\,"29,2","25,1","0,75",A,A,-
"",Picape,Mitsubishi,L200 Triton Outdoor,GLX,2.4-16V,Combustão,M-6,S,H,D,,"212,600","20,850",ND,B,\,177,\,\,"10,5","12,5","2,36",A,C,-
"",Picape,Mitsubishi,L200 Triton Outdoor,GLS,2.4-16V,Combustão,A-5,S,H,D,,"188,900","12,100",ND,B,\,195,\,\,"9,8","11,1","2,61",B,D,-
"",Picape,Mitsubishi,L200 Triton,GL,2.4-16V,Combustão,M-6,S,H,D,,"212,600","20,850",ND,B,\,177,\,\,"10,5","12,5","2,36",A,C,-
"",Picape,Mitsubishi,L200 Triton,GLS,2.4-16V,Combustão,A-5,S,H,D,,"188,900","12,100",ND,B,\,195,\,\,"9,8","11,1","2,61",B,D,-
"",Picape,Mitsubishi,L200 Triton,SAVANA,2.4-16V,Combustão,A-5,S,H,D,,"188,900","12,100",ND,B,\,195,\,\,"9,8","11,1","2,61",B,D,-
"",Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,M-6,S,H,D,,"214,200","18,400",ND,B,\,188,\,\,"10,3","11,1","2,52",B,D,-
"",Picape,Mitsubishi,L200 Triton Sport,GLX,2.4-16V,Combustão,M-6,S,H,D,,"214,200","18,400",ND,B,\,188,\,\,"10,3","11,1","2,52",B,D,-
"",Picape,Mitsubishi,L200 Triton Sport,GL,2.4-16V,Combustão,M-6,S,H,D,,"214,200","18,400",ND,B,\,188,\,\,"10,3","11,1","2,52",B,D,-
"",Picape,Mitsubishi,L200 Triton Sport,GLS,2.4-16V,Combustão,A-6,S,H,D,,"212,800","16,200",ND,B,\,211,\,\,"9,2","10,2","2,82",C,D,-
"",Picape,Mitsubishi,L200 Triton Sport,HPE,2.4-16V,Combustão,A-6,S,H,D,,"212,800","16,200",ND,B,\,211,\,\,"9,2","10,2","2,82",C,D,-
"",Picape,Mitsubishi,L200 Triton Sport,HPE-S,2.4-16V,Combustão,A-6,S,H,D,,"212,800","16,200",ND,B,\,211,\,\,"9,2","10,2","2,82",C,D,-
"",Picape,NISSAN,Frontier,S,2.3-16V,Combustão,M-6,S,H,D,,"101,400","80,400",ND,A,\,200,\,\,"9,5","10,9","2,68",C,D,-
"",Picape,NISSAN,Frontier,ATK,2.3-16V,Combustão,A-7,S,H,D,,"116,400","25,520",ND,A,\,203,\,\,"9,1","11,0","2,74",C,D,-
"",Picape,NISSAN,Frontier,PRO4X,2.3-16V,Combustão,A-7,S,H,D,,"116,400","25,520",ND,A,\,203,\,\,"9,1","11,0","2,74",C,D,-
"",Picape,NISSAN,Frontier,SE,2.3-16V,Combustão,A-7,S,H,D,,"116,400","25,520",ND,A,\,203,\,\,"9,1","11,0","2,74",C,D,-
"",Picape,NISSAN,Frontier,PLT,2.3-16V,Combustão,A-7,S,H,D,,"120,000","25,520",ND,A,\,203,\,\,"9,1","11,0","2,74",C,D,-
"",Picape,NISSAN,Frontier,XE,2.3-16V,Combustão,A-7,S,H,D,,"120,000","25,520",ND,A,\,203,\,\,"9,1","11,0","2,74",C,D,-
"",Picape,RAM,1500,REBEL HEMI,5.7-16V,Combustão,A-8,S,E-H,G,,"27,330","410,200","2,400",B,\,234,\,\,"5,4","6,8","3,80",E,E,-
"",Picape,TOYOTA,HILUX DIESEL 4X4,SRX,2.8-16V,Combustão,A-6,S,H,D,,"180,577","17,841",ND,A,\,187,\,\,"10,1","11,3","2,54",B,D,-
"",Picape,TOYOTA,HILUX DIESEL 4X4,SRV,2.8-16V,Combustão,A-6,S,H,D,,"180,577","17,841",ND,A,\,187,\,\,"10,1","11,3","2,54",B,D,-
"",Picape,TOYOTA,HILUX DIESEL 4X4,SR,2.8-16V,Combustão,A-6,S,H,D,,"180,577","17,841",ND,A,\,187,\,\,"10,1","11,3","2,54",B,D,-
"",Picape,TOYOTA,HILUX DIESEL 4X4,SC,2.8-16V,Combustão,M-6,S,H,D,,"240,294","39,523",ND,B,\,182,\,\,"10,4","11,6","2,46",B,D,-
"",Picape,TOYOTA,HILUX DIESEL 4X4,CC,2.8-16V,Combustão,M-6,S,H,D,,"240,294","39,523",ND,B,\,182,\,\,"10,4","11,6","2,46",B,D,-
"",Picape,TOYOTA,HILUX DIESEL 4X4,POWER PACK,2.8-16V,Combustão,M-6,S,H,D,,"239,546","32,252",ND,B,\,181,\,\,"10,3","11,8","2,46",B,D,-
"",Picape,VW,AMAROK,V6 EXTREME CD,3.0-24V,Combustão,A - 8,S,H,D,,"266,400","44,000",ND,B,\,216,\,\,"9,0","9,7","2,92",D,D,-
"",Picape,VW,AMAROK,V6 COMFORTLINE CD,3.0-24V,Combustão,A - 8,S,H,D,,"266,400","44,000",ND,B,\,216,\,\,"9,0","9,7","2,92",D,D,-
"",Picape,VW,AMAROK,V6 HIGHLINE CD,3.0-24V,Combustão,A - 8,S,H,D,,"266,400","44,000",ND,B,\,216,\,\,"9,0","9,7","2,92",D,D,-
"",Comercial,CITROEN,JUMPY,CARGO,1.5 T,Combustão,M-6,S,E,D,,"22,000","35,000",ND,A,\,161,\,\,"12,4","11,9","2,17",A,C,-
"",Comercial,CITROEN,JUMPY,VITRE,1.5 T,Combustão,M-6,S,E,D,,"22,000","35,000",ND,A,\,161,\,\,"12,4","11,9","2,17",A,C,-
"",Comercial,CITROEN,JUMPER,CARGOL2,2.2  T,Combustão,M-6,S,H,D,,"10,000","14,000",ND,A,\,200,\,\,"10,0","9,9","2,70",B,D,-
"",Comercial,CITROEN,JUMPER,CARGOPK,2.2  T,Combustão,M-6,S,H,D,,"10,000","14,000",ND,A,\,200,\,\,"10,0","9,9","2,70",B,D,-
"",Comercial,CITROEN,JUMPER,FURG PK,2.2  T,Combustão,M-6,S,H,D,,"10,000","14,000",ND,A,\,200,\,\,"10,0","9,9","2,70",B,D,-
"",Comercial,CITROEN,E-JUMPY,CARGO,Elétrico,Elétrico,A-1,S,E,E,,"0,000","0,000",ND,A,\,0,\,\,"34,4","24,6","0,70",A,A,-
"",Comercial,FIAT,FIORINO,ENDURANCE,1.4-8V,Combustão,M-5,S,H,F,,"40,545","317,450","1,917",A,0,110,"8,1","8,4","11,7","12,4","1,81",A,C,-
"",Comercial,FIAT,FIORINO,WORKING,1.4-8V,Combustão,M-5,S,H,F,,"40,545","317,450","1,917",A,0,110,"8,1","8,4","11,7","12,4","1,81",A,C,-
"",Comercial,FORD,Transit,350 F,2.0 - 16V,Combustão,M-6,S,E,D,,"84,500","92,000",ND,A,\,205,\,\,"10,0","9,2","2,79",C,D,-
"",Comercial,FORD,Transit,350 FL,2.0 - 16V,Combustão,M-6,S,E,D,,"84,500","92,000",ND,A,\,205,\,\,"10,0","9,2","2,79",C,D,-
"",Comercial,KIA,BONGO K2500,HD SC,2.5 - 16V,Combustão,M-6,S,H,D,,"263,460","35,520",ND,B,\,196,\,\,"10,4","10,1","2,62",B,D,-
"",Comercial,Mercedes-Benz,315CDI STREET,Furgão,2.0-16V,Combustão,M-6,S,H,D,,"18,800","106,500",ND,A,\,183,\,\,"10,3","11,8","2,45",B,D,-
"",Comercial,Mercedes-Benz,315CDI STREET,Chassi,2.0-16V,Combustão,M-6,S,H,D,,"18,800","106,500",ND,A,\,183,\,\,"10,3","11,8","2,45",B,D,-
"",Comercial,PEUGEOT,EXPERT,CARGO,1.5 T,Combustão,M-6,S,E,D,,"22,000","35,000",ND,A,\,161,\,\,"12,4","11,9","2,17",A,C,-
"",Comercial,PEUGEOT,EXPERT,VITRE,1.5 T,Combustão,M-6,S,E,D,,"22,000","35,000",ND,A,\,161,\,\,"12,4","11,9","2,17",A,C,-
"",Comercial,PEUGEOT,BOXER,CARGO L2,2.2 T,Combustão,M-6,S,H,D,,"10,000","14,000",ND,A,\,200,\,\,"10,0","9,9","2,70",B,D,-
"",Comercial,PEUGEOT,BOXER,CARGO PK,2.2 T,Combustão,M-6,S,H,D,,"10,000","14,000",ND,A,\,200,\,\,"10,0","9,9","2,70",B,D,-
"",Comercial,PEUGEOT,BOXER,FURGAOPK,2.2 T,Combustão,M-6,S,H,D,,"10,000","14,000",ND,A,\,200,\,\,"10,0","9,9","2,70",B,D,-
"",Comercial,PEUGEOT,E-EXPERT,CARGO,Elétrico,Elétrico,A-1,S,E,E,,"0,000","0,000",ND,A,\,0,\,\,"34,4","24,6","0,70",A,A,-
"",Comercial,PEUGEOT,PARTNER RAPID,BUSINS,1.4-8V,Combustão,M-5,S,H,F,,"40,545","317,450","1,917",B,0,110,"8,1","8,4","11,7","12,4","1,81",A,C,-
"",Comercial,PEUGEOT,PARTNER RAPID,BUSIPK,1.4-8V,Combustão,M-5,S,H,F,,"40,545","317,450","1,917",B,0,110,"8,1","8,4","11,7","12,4","1,81",A,C,-
"",Comercial,Renault,Master Bus,Minibus Turbo,2.3-16V,Combustão,M-6,S,E -H,D,,"106,600","23,400",ND,A,\,214,\,\,"9,5","9,1","2,89",C,D,-
"",Comercial,Renault,Master Chassis Cabine,Chassis Cabine Turbo,2.3-16V,Combustão,M-6,S,E -H,D,,"107,800","24,600",ND,A,\,202,\,\,"10,3","9,3","2,72",C,D,-
"",Comercial,Renault,Master Furgão Pró,Furgão Pró Turbo,2.3-16V,Combustão,M-6,S,E -H,D,,"96,200","26,800",ND,A,\,200,\,\,"10,1","9,8","2,70",B,D,-
"",Comercial,Renault,Kangoo,MAX ZEP,Elétrico,Elétrico,A,S,E-H,E,,"0,000","0,000","0,000",A,\,0,\,\,"34,5","26,1","0,67",A,A,-
"",Comercial,Renault,E-KWID,CARGO,Elétrico,Elétrico,A,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"52,7","39,6","0,44",A,A,-
"",Comercial,Renault,Master Furgão,Furgão Turbo,2.3 - 16V,Combustão,M-5,S,H,D,,"109,600","30,100",ND,A,\,200,\,\,"10,1","9,8","2,70",B,D,-
"",Esportivo,BMW,M3,Competition,3.0 - 24V,Combustão,A-8,S,E-H,G,,"15,750","72,500","0,400",A,\,170,\,\,"7,3","9,4","2,76",C,D,-
"",Esportivo,CHEVROLET,CAMARO,2SS CONV,6.2L - 16V,Combustão,A-10,S,E,G,,"44,012","562,023","0,960",B,\,195,\,\,"6,1","9,0","3,15",D,D,-
"",Esportivo,CHEVROLET,CAMARO,2SS,6.2L - 16V,Combustão,A-10,S,E,G,,"42,677","424,141","0,960",B,\,191,\,\,"6,2","9,4","3,09",D,D,-
"",Esportivo,FERRARI,ROMA,--,3.9-32V,Combustão,DCT-8,S,E,G,,"19,400","93,100","1,800",A,\,186,\,\,"6,9","8,3","3,00",D,D,-
"",Esportivo,FERRARI,PORTOFINO,M,3.9-32V,Combustão,DCT-8,S,E,G,,"16,700","196,700","0,200",A,\,188,\,\,"6,7","8,4","3,04",D,D,-
"",Esportivo,FERRARI,F8,SPIDER,3.9-32V,Combustão,DCT-7,S,E,G,,"39,600","186,200","0,200",A,\,224,\,\,"5,6","7,0","3,68",E,E,-
"",Esportivo,FERRARI,F8,TRIBUTO,3.9-32V,Combustão,DCT-7,S,E,G,,"39,600","186,200","0,200",A,\,224,\,\,"5,6","7,0","3,68",E,E,-
"",Esportivo,FERRARI,296,GTB,3.0-24V,Plug-in,DCT-8,S,E,G,,"18,300","443,500","0,500",A,\,149,\,\,"9,9","12,2","2,02",B,C,-
"",Esportivo,FORD,Mustang,Mach 1,5.0 - 32V,Combustão,A-10,S,E,G,,"34,200","745,300","1,430",B,\,197,\,\,"6,1","8,8","3,19",D,D,-
"",Esportivo,JAGUAR,F-TYPE,300RD CP,2.0-16V,Combustão,A-8,S,E,G,,"8,340","187,880","0,780",A,\,173,\,\,"7,5","9,7","2,68",C,D,-
"",Esportivo,JAGUAR,F-TYPE,300RD CB,2.0-16V,Combustão,A-8,S,E,G,,"8,340","187,880","0,780",A,\,173,\,\,"7,5","9,7","2,68",C,D,-
"",Esportivo,LAMBORGHINI,HURACAN,EVO CP,5.2-40V,Combustão,DCT-7,S,E,G,,"4,800","509,600","2,102",B,\,244,\,\,"5,1","6,8","3,96",E,E,-
"",Esportivo,LAMBORGHINI,HURACAN,EVO SP,5.2-40V,Combustão,DCT-7,S,E,G,,"4,800","509,600","2,102",B,\,244,\,\,"5,1","6,8","3,96",E,E,-
"",Esportivo,PORSCHE,911,TURBO S,3.7-24V,Combustão,DCT-8,S,E,G,,"22,100","167,600","0,815",A,\,218,\,\,"5,7","7,5","3,54",E,E,-
"",Esportivo,PORSCHE,911,TURBO S CA,3.7-24V,Combustão,DCT-8,S,E,G,,"22,100","167,600","0,815",A,\,218,\,\,"5,7","7,5","3,54",E,E,-
"",Esportivo,PORSCHE,911,TURBO,3.7-24V,Combustão,DCT-8,S,E,G,,"24,800","128,700","0,972",A,\,203,\,\,"6,1","7,9","3,29",D,E,-
"",Esportivo,PORSCHE,911,TURBO CAB,3.7-24V,Combustão,DCT-8,S,E,G,,"24,800","128,700","0,972",A,\,203,\,\,"6,1","7,9","3,29",D,E,-
"",Esportivo,PORSCHE,911,GT3,4.0-24V,Combustão,DCT-7,S,E,G,,ND,"220,400","1,255",A,\,215,\,\,"5,9","7,2","3,48",D,E,-
"",Esportivo,PORSCHE,911,GT3TOURING,4.0-24V,Combustão,DCT-7,S,E,G,,ND,"220,400","1,255",A,\,215,\,\,"5,9","7,2","3,48",D,E,-
"",Esportivo,PORSCHE,911,Carrera S,3.0-24V,Combustão,DCT-8,S,E,G,,"2,830","89,000","0,990",A,\,173,\,\,"7,3","8,9","2,81",C,D,-
"",Esportivo,PORSCHE,911,Carrera SC,3.0-24V,Combustão,DCT-8,S,E,G,,"2,830","89,000","0,990",A,\,173,\,\,"7,3","8,9","2,81",C,D,-
"",Esportivo,PORSCHE,911,Carrera 4GTS,3.0-24V,Combustão,DCT-8,S,E,G,,"2,500","61,000","1,045",A,\,184,\,\,"6,8","8,6","2,98",D,D,-
"",Esportivo,PORSCHE,911,Carrera GTS,3.0-24V,Combustão,DCT-8,S,E,G,,"2,500","61,000","1,045",A,\,184,\,\,"6,8","8,6","2,98",D,D,-
"",Esportivo,PORSCHE,911,Carrera GTS CA,3.0-24V,Combustão,DCT-8,S,E,G,,"2,600","71,100","0,895",A,\,181,\,\,"6,9","8,7","2,94",D,D,-
"",Esportivo,PORSCHE,911,Carrera 4GTS C,3.0-24V,Combustão,DCT-8,S,E,G,,"2,600","71,100","0,895",A,\,181,\,\,"6,9","8,7","2,94",D,D,-
"",Esportivo,PORSCHE,911,Targa 4GTS,3.0-24V,Combustão,DCT-8,S,E,G,,"2,600","71,100","0,895",A,\,181,\,\,"6,9","8,7","2,94",D,D,-
"",Esportivo,PORSCHE,911,Targa 50Y,3.0-24V,Combustão,DCT-8,S,E,G,,"2,600","71,100","0,895",A,\,181,\,\,"6,9","8,7","2,94",D,D,-
"",Esportivo,PORSCHE,911,Carrera,3.0-24V,Combustão,DCT-8,S,E,G,,"25,620","95,600","2,688",A,\,171,\,\,"7,0","9,9","2,77",C,D,-
"",Esportivo,PORSCHE,911,Carrera C,3.0-24V,Combustão,DCT-8,S,E,G,,"25,620","95,600","2,688",A,\,171,\,\,"7,0","9,9","2,77",C,D,-
"",Esportivo,PORSCHE,911,Carrera T,3.0-24V,Combustão,DCT-8,S,E,G,,"25,620","95,600","2,688",A,\,171,\,\,"7,0","9,9","2,77",C,D,-
"",Esportivo,PORSCHE,Boxster,GTS4.0,4.0-24V,Combustão,DCT-7,S,E,G,,"18,123","66,500","1,098",A,\,175,\,\,"7,1","8,9","2,84",C,D,-
"",Esportivo,PORSCHE,Cayman,GTS 4.0,4.0-24V,Combustão,DCT-7,S,E,G,,"18,123","66,500","1,098",A,\,175,\,\,"7,1","8,9","2,84",C,D,-
"",Esportivo,PORSCHE,Boxster,Spyder,4.0-24V,Combustão,DCT-7,S,E,G,,"27,333","34,900","1,266",A,\,186,\,\,"6,8","8,4","3,01",D,D,-
"",Esportivo,PORSCHE,Cayman,GT4,4.0-24V,Combustão,DCT-7,S,E,G,,"27,333","34,900","1,266",A,\,186,\,\,"6,8","8,4","3,01",D,D,-
"",Esportivo,PORSCHE,Boxster,--,2.0-16V,Combustão,DCT-7,S,E,G,,"5,050","167,000","1,555",A,\,157,\,\,"7,9","10,0","2,55",C,D,-
"",Esportivo,PORSCHE,Boxster,T,2.0-16V,Combustão,DCT-7,S,E,G,,"5,050","167,000","1,555",A,\,157,\,\,"7,9","10,0","2,55",C,D,-
"",Esportivo,PORSCHE,Cayman,--,2.0-16V,Combustão,DCT-7,S,E,G,,"5,050","167,000","1,555",A,\,157,\,\,"7,9","10,0","2,55",C,D,-
"",Esportivo,PORSCHE,Cayman,T,2.0-16V,Combustão,DCT-7,S,E,G,,"5,050","167,000","1,555",A,\,157,\,\,"7,9","10,0","2,55",C,D,-
"",Esportivo,PORSCHE,Cayman,GT4 RS,4.0-24V,Combustão,DCT-7,S,E,G,,"26,100","107,500","1,296",A,\,224,\,\,"5,6","7,1","3,62",E,E,-
"",Esportivo,PORSCHE,Panamera,4SEHS,2.9-24V,Plug-in,A-8,S,E,G,,"4,082","66,080","0,900",A,\,61,\,\,"18,3","18,7","1,12",A,A,SIM
"",Esportivo,PORSCHE,Panamera,4SEHY,2.9-24V,Plug-in,A-8,S,E,G,,"4,082","66,080","0,900",A,\,61,\,\,"18,3","18,7","1,12",A,A,SIM
"",Esportivo,PORSCHE,Panamera (MY22),TSEHY,4.0-32V,Plug-in,DCT-8,S,E,G,,"2,943","80,100","1,440",A,\,81,\,\,"15,8","16,6","1,30",A,B,SIM
"",Esportivo,PORSCHE,Panamera (MY22),4EHST,2.9-24V,Plug-in,DCT-8,S,E,G,,"5,400","74,100","1,150",A,\,63,\,\,"17,9","18,5","1,14",A,A,SIM
"",Esportivo,PORSCHE,Panamera (MY22),4EHYB,2.9-24V,Plug-in,DCT-8,S,E,G,,"5,400","74,100","1,150",A,\,63,\,\,"17,9","18,5","1,14",A,A,SIM
"",Esportivo,PORSCHE,Taycan,4S,Elétrico,Elétrico,--,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"23,0","22,7","0,89",A,A,-
"",Esportivo,PORSCHE,Taycan,Turbo,Elétrico,Elétrico,--,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"24,6","23,8","0,84",A,A,-
"",Esportivo,PORSCHE,Taycan,Turbo S,Elétrico,Elétrico,--,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"23,5","22,9","0,87",A,A,-
"",Esportivo,PORSCHE,Taycan,--,Elétrico,Elétrico,--,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"22,4","23,5","0,89",A,A,-
"",Esportivo,PORSCHE,Taycan,4CT,Elétrico,Elétrico,--,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"23,0","22,1","0,90",A,A,-
Esportivo,PORSCHE,Taycan,4GTS,Elétrico,Elétrico,--,S,E,E,,"0,000","0,000","0,000",A,\,0,\,\,"26,4","24,9","0,79",A,A,,
"",Esportivo,PORSCHE,Boxster,--,2.0-16V,Combustão,DCT-7,S,E,G,,"5,050","167,000","1,555",A,\,157,\,\,"7,9","10,0","2,55",C,D,-
"",Esportivo,PORSCHE,Boxster,T,2.0-16V,Combustão,DCT-7,S,E,G,,"5,050","167,000","1,555",A,\,157,\,\,"7,9","10,0","2,55",C,D,-
"",Esportivo,PORSCHE,Cayman,--,2.0-16V,Combustão,DCT-7,S,E,G,,"5,050","167,000","1,555",A,\,157,\,\,"7,9","10,0","2,55",C,D,-
"",Esportivo,PORSCHE,Cayman,T,2.0-16V,Combustão,DCT-7,S,E,G,,"5,050","167,000","1,555",A,\,157,\,\,"7,9","10,0","2,55",C,D,-
"",Esportivo,PORSCHE,Cayman,GT4 RS,4.0-24V,Combustão,DCT-7,S,E,G,,"26,100","107,500","1,296",A,\,224,\,\,"5,6","7,1","3,62",E,E,-
"",Esportivo,PORSCHE,Panamera,4SEHS,2.9-24V,Plug-in,A-8,S,E,G,,"4,082","66,080","0,900",A,\,61,\,\,"18,3","18,7","1,12",A,A,SIM
"",Esportivo,PORSCHE,Panamera,4SEHY,2.9-24V,Plug-in,A-8,S,E,G,,"4,082","66,080","0,900",A,\,61,\,\,"18,3","18,7","1,12",A,A,SIM
"",Esportivo,PORSCHE,Panamera (MY22),TSEHY,4.0-32V,Plug-in,DCT-8,S,E,G,,"2,943","80,100","1,440",A,\,81,\,\,"15,8","16,6","1,30",A,B,SIM
